gene_id,novel_isoform_count,gene_name
1:63634000,1,NA
1:65033000,1,NA
1:64068000,1,NA
1:64639000,1,NA
1:64645000,1,NA
1:64646000,1,NA
1:64764000,1,NA
1:64769000,1,NA
1:64828000,1,NA
1:60519000,1,NA
1:60377000,1,NA
1:66983000,1,NA
1:65134000,1,NA
1:7242000,1,NA
1:7243000,1,NA
1:72752000,1,NA
1:74016000,1,NA
1:74392000,1,NA
1:74430000,1,NA
1:65315000,1,NA
1:74434000,1,NA
1:74435000,1,NA
1:74436000,1,NA
1:74475000,1,NA
1:74569000,1,NA
1:74632000,1,NA
1:74739000,1,NA
1:66103000,1,NA
1:58446000,1,NA
1:55193000,1,NA
1:87658000,1,NA
1:82210000,1,NA
1:82698000,1,NA
1:85089000,1,NA
1:82873000,1,NA
1:82878000,1,NA
1:84014000,1,NA
1:84698000,1,NA
1:84700000,1,NA
1:84877000,1,NA
1:84990000,1,NA
1:90143000,1,NA
1:91044000,1,NA
1:75124000,1,NA
2:101780000,1,NA
1:97571000,1,NA
1:97731000,1,NA
1:82422000,1,NA
1:81589000,1,NA
1:9793000,1,NA
1:80478000,1,NA
1:85645000,1,NA
1:87719000,1,NA
1:88190000,1,NA
1:88495000,1,NA
1:88625000,1,NA
1:88627000,1,NA
1:89816000,1,NA
1:89822000,1,NA
1:85777000,1,NA
1:85637000,1,NA
1:90878000,1,NA
1:82426000,1,NA
1:78473000,1,NA
1:79679000,1,NA
1:79681000,1,NA
1:9790000,1,NA
1:99117000,1,NA
1:55192000,1,NA
1:91456000,1,NA
1:92787000,1,NA
1:92848000,1,NA
1:93292000,1,NA
1:95515000,1,NA
1:93294000,1,NA
1:93333000,1,NA
1:93435000,1,NA
1:93436000,1,NA
1:93716000,1,NA
1:93749000,1,NA
1:94394000,1,NA
1:75192000,1,NA
1:74824000,1,NA
1:51505000,1,NA
1:58563000,1,NA
1:91856000,1,NA
1:91343000,1,NA
1:99717000,1,NA
1:91213000,1,NA
2:10096000,1,NA
2:102130000,1,NA
1:9617000,1,NA
2:102142000,1,NA
2:10258000,1,NA
2:10260000,1,NA
2:10261000,1,NA
2:102641000,1,NA
2:103597000,1,NA
2:103887000,1,NA
1:9646000,1,NA
1:9616000,1,NA
1:91056000,1,NA
1:93228000,1,NA
1:91098000,1,NA
1:30841000,1,NA
1:24632000,1,NA
2:127102000,1,NA
2:121323000,1,NA
2:121766000,1,NA
2:120458000,1,NA
2:121828000,1,NA
2:121845000,1,NA
2:121886000,1,NA
2:122424000,1,NA
2:122482000,1,NA
2:122523000,1,NA
2:122588000,1,NA
2:120545000,1,NA
2:120451000,1,NA
2:119181000,1,NA
2:119648000,1,NA
2:119203000,1,NA
2:119430000,1,NA
2:121375000,1,NA
2:121311000,1,NA
2:119437000,1,NA
2:121029000,1,NA
2:11476000,1,NA
2:112192000,1,NA
2:112244000,1,NA
2:112323000,1,NA
2:112544000,1,NA
2:113661000,1,NA
2:113750000,1,NA
2:114023000,1,NA
2:118753000,1,NA
2:118838000,1,NA
2:123698000,1,NA
2:121411000,1,NA
2:120563000,1,NA
2:120690000,1,NA
2:120988000,1,NA
2:119436000,1,NA
2:119446000,1,NA
2:109730000,1,NA
2:169481000,1,NA
2:169950000,1,NA
2:170127000,1,NA
2:172196000,1,NA
2:167821000,1,NA
2:172223000,1,NA
2:172311000,1,NA
2:172711000,1,NA
2:172876000,1,NA
2:172954000,1,NA
2:172997000,1,NA
2:173066000,1,NA
2:168022000,1,NA
2:167532000,1,NA
2:173427000,1,NA
2:166789000,1,NA
2:169726000,1,NA
2:169475000,1,NA
2:119565000,1,NA
2:169474000,1,NA
2:119594000,1,NA
2:119785000,1,NA
2:120432000,1,NA
2:119797000,1,NA
2:119856000,1,NA
2:119919000,1,NA
2:120147000,1,NA
2:120185000,1,NA
2:120337000,1,NA
2:120431000,1,NA
2:151787000,1,NA
2:152123000,1,NA
2:104256000,1,NA
2:170304000,1,NA
2:168073000,1,NA
2:110191000,1,NA
2:108889000,1,NA
2:165131000,1,NA
2:150170000,1,NA
2:150341000,1,NA
2:150424000,1,NA
2:150460000,1,NA
2:150776000,1,NA
2:151558000,1,NA
2:14152000,1,NA
2:138128000,1,NA
2:131223000,1,NA
2:132646000,1,NA
2:131778000,1,NA
2:131779000,1,NA
2:131834000,1,NA
2:131894000,1,NA
2:132044000,1,NA
2:132108000,1,NA
2:150339000,1,NA
2:139961000,1,NA
2:132746000,1,NA
2:148534000,1,NA
2:127140000,1,NA
2:127298000,1,NA
2:127368000,1,NA
2:127448000,1,NA
2:131019000,1,NA
2:131140000,1,NA
2:124930000,1,NA
2:148279000,1,NA
2:143830000,1,NA
2:144248000,1,NA
2:145729000,1,NA
2:146083000,1,NA
2:146084000,1,NA
2:146919000,1,NA
2:148278000,1,NA
2:132153000,1,NA
2:136722000,1,NA
2:106792000,1,NA
2:118385000,1,NA
2:118425000,1,NA
2:118577000,1,NA
2:118584000,1,NA
2:118585000,1,NA
2:118625000,1,NA
2:118651000,1,NA
2:118712000,1,NA
2:11537000,1,NA
2:11535000,1,NA
2:118758000,1,NA
2:109843000,1,NA
2:104585000,1,NA
2:104856000,1,NA
2:105784000,1,NA
2:105795000,1,NA
2:11536000,1,NA
2:117957000,1,NA
2:134436000,1,NA
2:11738000,1,NA
2:134646000,1,NA
2:134853000,1,NA
2:135317000,1,NA
2:136356000,1,NA
2:136357000,1,NA
2:136366000,1,NA
2:125515000,1,NA
2:124509000,1,NA
2:152122000,1,NA
2:118306000,1,NA
2:116355000,1,NA
2:117009000,1,NA
2:117010000,1,NA
2:117012000,1,NA
2:117101000,1,NA
2:165118000,1,NA
2:165332000,1,NA
1:24050000,1,NA
2:156188000,1,NA
2:162778000,1,NA
2:160607000,1,NA
2:160611000,1,NA
2:160612000,1,NA
2:160613000,1,NA
2:160789000,1,NA
2:162760000,1,NA
2:162776000,1,NA
2:163308000,1,NA
2:160446000,1,NA
2:163460000,1,NA
2:163674000,1,NA
2:163860000,1,NA
2:163997000,1,NA
2:16415000,1,NA
2:164634000,1,NA
2:156151000,1,NA
2:164350000,1,NA
2:153613000,1,NA
2:152196000,1,NA
2:152253000,1,NA
2:152550000,1,NA
2:152622000,1,NA
2:152676000,1,NA
2:152921000,1,NA
2:153050000,1,NA
2:153108000,1,NA
2:153614000,1,NA
2:153111000,1,NA
2:153175000,1,NA
2:153245000,1,NA
2:153458000,1,NA
2:153460000,1,NA
2:153610000,1,NA
2:164266000,1,NA
2:160604000,1,NA
2:156153000,1,NA
2:158340000,1,NA
2:103891000,1,NA
1:167467000,1,NA
1:194813000,1,NA
1:191645000,1,NA
1:191729000,1,NA
1:191783000,1,NA
1:19223000,1,NA
1:194496000,1,NA
1:194498000,1,NA
1:194777000,1,NA
1:21067000,1,NA
1:191515000,1,NA
1:21300000,1,NA
1:21582000,1,NA
1:23408000,1,NA
2:104258000,1,NA
2:158309000,1,NA
2:160206000,1,NA
2:158227000,1,NA
2:156198000,1,NA
2:157313000,1,NA
2:156229000,1,NA
2:156365000,1,NA
2:156384000,1,NA
2:156562000,1,NA
2:156606000,1,NA
2:156852000,1,NA
2:157168000,1,NA
2:157385000,1,NA
2:160205000,1,NA
2:157613000,1,NA
2:157744000,1,NA
2:157919000,1,NA
2:158195000,1,NA
2:153052000,1,NA
2:153615000,1,NA
2:165801000,1,NA
2:177679000,1,NA
2:178065000,1,NA
2:178820000,1,NA
2:179553000,1,NA
2:179677000,1,NA
2:179804000,1,NA
2:177549000,1,NA
2:179900000,1,NA
2:180237000,1,NA
2:180299000,1,NA
2:180307000,1,NA
2:180322000,1,NA
2:180323000,1,NA
2:180355000,1,NA
2:177577000,1,NA
2:177475000,1,NA
2:178052000,1,NA
2:177584000,1,NA
2:176128000,1,NA
2:179678000,1,NA
2:165912000,1,NA
2:165914000,1,NA
2:166739000,1,NA
2:166790000,1,NA
2:167335000,1,NA
2:166877000,1,NA
2:166940000,1,NA
2:166943000,1,NA
2:166958000,1,NA
2:167140000,1,NA
2:167317000,1,NA
2:167323000,1,NA
2:173068000,1,NA
2:173546000,1,NA
2:164668000,1,NA
2:173548000,1,NA
2:173625000,1,NA
2:154196000,1,NA
2:155220000,1,NA
2:154427000,1,NA
2:154535000,1,NA
2:154536000,1,NA
2:154713000,1,NA
2:155068000,1,NA
2:155202000,1,NA
2:155228000,1,NA
2:153667000,1,NA
2:155229000,1,NA
2:155405000,1,NA
2:155659000,1,NA
2:155688000,1,NA
2:155913000,1,NA
2:156014000,1,NA
2:156019000,1,NA
2:154381000,1,NA
2:152131000,1,NA
2:173762000,1,NA
2:164635000,1,NA
2:173941000,1,NA
2:174183000,1,NA
2:175324000,1,NA
2:175596000,1,NA
2:175885000,1,NA
2:176411000,1,NA
2:177262000,1,NA
2:176505000,1,NA
2:176886000,1,NA
2:177165000,1,NA
2:177169000,1,NA
2:177170000,1,NA
2:177199000,1,NA
2:177250000,1,NA
2:164797000,1,NA
19:6580000,1,NA
19:6426000,1,NA
19:6405000,1,NA
3:104911000,1,NA
3:105634000,1,NA
3:106390000,1,NA
3:104564000,1,NA
3:106408000,1,NA
3:106667000,1,NA
3:107212000,1,NA
3:107233000,1,NA
3:107519000,1,NA
3:107570000,1,NA
3:107887000,1,NA
3:104659000,1,NA
3:104361000,1,NA
3:100471000,1,NA
3:102973000,1,NA
3:100472000,1,NA
3:105581000,1,NA
3:104909000,1,NA
3:100947000,1,NA
3:104846000,1,NA
2:87356000,1,NA
2:90750000,1,NA
2:90263000,1,NA
2:90402000,1,NA
2:90634000,1,NA
2:90696000,1,NA
2:90720000,1,NA
2:90724000,1,NA
2:90748000,1,NA
2:9955000,1,NA
3:100113000,1,NA
2:84639000,1,NA
3:106389000,1,NA
3:104702000,1,NA
3:10483000,1,NA
3:100473000,1,NA
3:101369000,1,NA
2:85848000,1,NA
2:6548000,1,NA
2:66503000,1,NA
2:6803000,1,NA
2:68040000,1,NA
2:6877000,1,NA
2:64918000,1,NA
2:68944000,1,NA
2:69254000,1,NA
2:69579000,1,NA
2:69627000,1,NA
2:69701000,1,NA
2:69718000,1,NA
2:69853000,1,NA
2:6544000,1,NA
2:6450000,1,NA
2:70542000,1,NA
2:6549000,1,NA
2:6547000,1,NA
3:10154000,1,NA
2:6546000,1,NA
3:102060000,1,NA
3:10270000,1,NA
3:102975000,1,NA
3:103920000,1,NA
3:103262000,1,NA
3:103265000,1,NA
3:103551000,1,NA
3:103647000,1,NA
3:103707000,1,NA
3:103728000,1,NA
3:10379000,1,NA
2:84701000,1,NA
2:84417000,1,NA
2:5383000,1,NA
2:68384000,1,NA
2:85850000,1,NA
2:84969000,1,NA
2:56588000,1,NA
2:26925000,1,NA
2:28120000,1,NA
2:28352000,1,NA
2:28359000,1,NA
2:28367000,1,NA
2:28529000,1,NA
2:28580000,1,NA
2:27078000,1,NA
2:26910000,1,NA
2:25597000,1,NA
2:26299000,1,NA
2:25945000,1,NA
2:26026000,1,NA
2:26027000,1,NA
2:26099000,1,NA
2:26227000,1,NA
2:28119000,1,NA
2:27929000,1,NA
2:26286000,1,NA
2:27927000,1,NA
2:181502000,1,NA
2:181510000,1,NA
2:18216000,1,NA
2:18218000,1,NA
2:18221000,1,NA
2:25242000,1,NA
2:25497000,1,NA
2:28977000,1,NA
2:27928000,1,NA
2:27152000,1,NA
2:27335000,1,NA
2:27337000,1,NA
2:27423000,1,NA
2:27426000,1,NA
2:27774000,1,NA
2:26238000,1,NA
2:26347000,1,NA
2:84967000,1,NA
2:91762000,1,NA
2:91041000,1,NA
2:92283000,1,NA
2:92445000,1,NA
2:93032000,1,NA
2:93742000,1,NA
2:94131000,1,NA
2:97460000,1,NA
2:9861000,1,NA
2:91043000,1,NA
2:90848000,1,NA
3:100045000,1,NA
15:37924000,1,NA
2:84787000,1,NA
2:84788000,1,NA
2:84966000,1,NA
2:92233000,1,NA
2:91748000,1,NA
2:26843000,1,NA
2:91501000,1,NA
2:26348000,1,NA
2:26483000,1,NA
2:26484000,1,NA
2:26526000,1,NA
2:26527000,1,NA
2:26780000,1,NA
2:26795000,1,NA
2:5235000,1,NA
2:53584000,1,NA
3:107919000,1,NA
2:92191000,1,NA
2:91044000,1,NA
2:91108000,1,NA
2:91343000,1,NA
2:91474000,1,NA
2:59729000,1,NA
2:58157000,1,NA
2:181330000,1,NA
4:83138000,1,NA
4:56867000,1,NA
5:101971000,1,NA
4:98002000,1,NA
4:98006000,1,NA
4:99147000,1,NA
4:99789000,1,NA
5:100181000,1,NA
5:10093000,1,NA
5:101045000,1,NA
5:101980000,1,NA
4:97409000,1,NA
5:102311000,1,NA
5:102638000,1,NA
5:103753000,1,NA
5:104002000,1,NA
4:83380000,1,NA
4:62309000,1,NA
5:104653000,1,NA
4:62218000,1,NA
4:58042000,1,NA
4:57061000,1,NA
4:57412000,1,NA
4:57787000,1,NA
4:57893000,1,NA
4:57894000,1,NA
4:57895000,1,NA
4:57924000,1,NA
4:58797000,1,NA
4:62317000,1,NA
4:58798000,1,NA
4:59222000,1,NA
4:59475000,1,NA
4:59619000,1,NA
4:59834000,1,NA
5:104226000,1,NA
5:104701000,1,NA
4:62341000,1,NA
4:9575000,1,NA
4:56877000,1,NA
4:56810000,1,NA
5:105136000,1,NA
4:40911000,1,NA
4:34949000,1,NA
4:35202000,1,NA
4:3808000,1,NA
4:40203000,1,NA
4:40259000,1,NA
4:40667000,1,NA
4:40806000,1,NA
4:41025000,1,NA
4:34486000,1,NA
4:41135000,1,NA
4:41191000,1,NA
4:95912000,1,NA
4:94938000,1,NA
4:97748000,1,NA
4:94830000,1,NA
4:9671000,1,NA
4:83386000,1,NA
4:8866000,1,NA
4:83455000,1,NA
4:85307000,1,NA
4:86495000,1,NA
4:86565000,1,NA
4:86772000,1,NA
4:86838000,1,NA
4:88636000,1,NA
4:8867000,1,NA
4:96405000,1,NA
4:8947000,1,NA
4:9449000,1,NA
4:94824000,1,NA
4:83373000,1,NA
4:62417000,1,NA
2:58158000,1,NA
2:75498000,1,NA
2:75506000,1,NA
2:75678000,1,NA
2:75757000,1,NA
2:75766000,1,NA
2:76526000,1,NA
2:77016000,1,NA
2:75496000,1,NA
2:79502000,1,NA
2:79664000,1,NA
2:80124000,1,NA
2:80184000,1,NA
2:80458000,1,NA
2:83636000,1,NA
2:84160000,1,NA
2:75497000,1,NA
2:75505000,1,NA
2:77010000,1,NA
2:71266000,1,NA
2:84271000,1,NA
2:5874000,1,NA
2:5901000,1,NA
2:59394000,1,NA
2:59675000,1,NA
2:60039000,1,NA
2:6449000,1,NA
2:60090000,1,NA
2:60580000,1,NA
2:6060000,1,NA
2:6061000,1,NA
2:62162000,1,NA
2:64304000,1,NA
2:6448000,1,NA
2:69854000,1,NA
2:71105000,1,NA
2:75495000,1,NA
2:73171000,1,NA
4:82716000,1,NA
3:9752000,1,NA
4:62440000,1,NA
4:63503000,1,NA
4:6395000,1,NA
4:6396000,1,NA
4:6449000,1,NA
4:65534000,1,NA
4:69843000,1,NA
4:71288000,1,NA
4:62397000,1,NA
4:72036000,1,NA
4:74323000,1,NA
4:79246000,1,NA
4:82208000,1,NA
4:82209000,1,NA
4:82210000,1,NA
4:70347000,1,NA
3:97110000,1,NA
2:71732000,1,NA
3:96778000,1,NA
2:72235000,1,NA
2:72272000,1,NA
2:72509000,1,NA
2:72766000,1,NA
2:73114000,1,NA
2:73167000,1,NA
2:73194000,1,NA
2:75473000,1,NA
2:73259000,1,NA
2:73329000,1,NA
2:74533000,1,NA
2:74537000,1,NA
2:74542000,1,NA
2:74561000,1,NA
2:75021000,1,NA
2:181497000,1,NA
2:18690000,1,NA
4:41485000,1,NA
3:94524000,1,NA
3:9492000,1,NA
3:94965000,1,NA
3:94997000,1,NA
3:95046000,1,NA
3:95089000,1,NA
3:95141000,1,NA
3:95570000,1,NA
3:95143000,1,NA
3:95230000,1,NA
3:95259000,1,NA
3:95403000,1,NA
3:95525000,1,NA
3:95530000,1,NA
3:95569000,1,NA
3:88077000,1,NA
3:94787000,1,NA
3:95120000,1,NA
3:53356000,1,NA
3:94520000,1,NA
3:95854000,1,NA
3:96064000,1,NA
3:96065000,1,NA
3:96145000,1,NA
3:96230000,1,NA
3:95668000,1,NA
3:96532000,1,NA
3:96540000,1,NA
3:96593000,1,NA
3:96611000,1,NA
3:96697000,1,NA
3:96698000,1,NA
3:96765000,1,NA
3:95679000,1,NA
3:95583000,1,NA
3:87962000,1,NA
3:61273000,1,NA
3:95781000,1,NA
3:68533000,1,NA
3:53389000,1,NA
3:54298000,1,NA
3:54388000,1,NA
3:54586000,1,NA
3:54717000,1,NA
3:55377000,1,NA
3:55532000,1,NA
3:57348000,1,NA
3:58374000,1,NA
3:57363000,1,NA
3:57625000,1,NA
3:57742000,1,NA
3:57749000,1,NA
3:58009000,1,NA
3:58320000,1,NA
3:57193000,1,NA
3:58429000,1,NA
3:5925000,1,NA
3:58500000,1,NA
3:59341000,1,NA
3:59676000,1,NA
3:59690000,1,NA
3:59946000,1,NA
3:60397000,1,NA
3:60534000,1,NA
3:63290000,1,NA
3:58498000,1,NA
3:63813000,1,NA
3:65461000,1,NA
3:65856000,1,NA
3:65960000,1,NA
3:67263000,1,NA
3:67265000,1,NA
3:67511000,1,NA
3:95832000,1,NA
3:95725000,1,NA
3:67513000,1,NA
3:129431000,1,NA
3:129776000,1,NA
3:131040000,1,NA
3:135230000,1,NA
3:131112000,1,NA
3:132547000,1,NA
3:133169000,1,NA
3:134770000,1,NA
3:135112000,1,NA
3:135172000,1,NA
3:135173000,1,NA
3:52256000,1,NA
3:52257000,1,NA
3:53168000,1,NA
3:90187000,1,NA
3:89774000,1,NA
3:129689000,1,NA
3:129428000,1,NA
3:89907000,1,NA
3:129256000,1,NA
3:141945000,1,NA
3:135592000,1,NA
3:142253000,1,NA
3:142255000,1,NA
3:142278000,1,NA
3:142497000,1,NA
3:142499000,1,NA
3:143910000,1,NA
3:144137000,1,NA
3:136641000,1,NA
3:135290000,1,NA
3:127410000,1,NA
3:130722000,1,NA
3:127600000,1,NA
3:127663000,1,NA
3:89846000,1,NA
3:89913000,1,NA
3:96155000,1,NA
3:88317000,1,NA
3:88459000,1,NA
3:88543000,1,NA
3:88554000,1,NA
3:8867000,1,NA
3:8945000,1,NA
3:88733000,1,NA
3:88984000,1,NA
3:88986000,1,NA
3:88991000,1,NA
3:89284000,1,NA
3:89342000,1,NA
3:89356000,1,NA
3:93394000,1,NA
3:94404000,1,NA
3:88075000,1,NA
3:88318000,1,NA
3:88269000,1,NA
3:8995000,1,NA
3:88085000,1,NA
3:89972000,1,NA
3:90034000,1,NA
3:90268000,1,NA
3:89691000,1,NA
3:90270000,1,NA
3:90395000,1,NA
3:90406000,1,NA
3:90418000,1,NA
3:90668000,1,NA
3:91932000,1,NA
3:92598000,1,NA
3:89762000,1,NA
3:89660000,1,NA
3:94304000,1,NA
3:88652000,1,NA
3:58368000,1,NA
3:69223000,1,NA
2:181223000,1,NA
2:51020000,1,NA
2:51814000,1,NA
2:52287000,1,NA
2:41875000,1,NA
2:40016000,1,NA
2:34061000,1,NA
2:35619000,1,NA
2:34396000,1,NA
2:34514000,1,NA
2:34833000,1,NA
2:35070000,1,NA
2:35071000,1,NA
2:35230000,1,NA
2:35290000,1,NA
2:3688000,1,NA
2:38956000,1,NA
2:51761000,1,NA
2:5023000,1,NA
2:37260000,1,NA
2:49199000,1,NA
2:30847000,1,NA
2:33340000,1,NA
2:33763000,1,NA
2:29414000,1,NA
2:4705000,1,NA
2:44873000,1,NA
2:44877000,1,NA
2:44910000,1,NA
2:44957000,1,NA
2:4618000,1,NA
2:4626000,1,NA
2:4627000,1,NA
2:48792000,1,NA
2:40447000,1,NA
2:4913000,1,NA
2:37240000,1,NA
2:37315000,1,NA
2:30713000,1,NA
2:23798000,1,NA
2:24803000,1,NA
2:25073000,1,NA
2:25082000,1,NA
2:25146000,1,NA
2:20852000,1,NA
2:19665000,1,NA
2:25463000,1,NA
2:181194000,1,NA
2:18071000,1,NA
2:180869000,1,NA
2:180893000,1,NA
2:180999000,1,NA
2:181024000,1,NA
2:181029000,1,NA
2:181193000,1,NA
2:24680000,1,NA
2:23089000,1,NA
2:37322000,1,NA
2:20814000,1,NA
2:37455000,1,NA
2:37689000,1,NA
2:38476000,1,NA
2:29629000,1,NA
2:29072000,1,NA
2:53028000,1,NA
2:22930000,1,NA
2:20853000,1,NA
2:22477000,1,NA
2:22480000,1,NA
2:22816000,1,NA
2:22830000,1,NA
2:22831000,1,NA
2:22899000,1,NA
2:23003000,1,NA
2:30779000,1,NA
2:30362000,1,NA
3:87887000,1,NA
3:83681000,1,NA
3:69481000,1,NA
3:7618000,1,NA
3:69556000,1,NA
3:71372000,1,NA
3:72908000,1,NA
3:73543000,1,NA
3:7509000,1,NA
3:75261000,1,NA
3:75783000,1,NA
3:7637000,1,NA
3:81394000,1,NA
3:78872000,1,NA
3:78969000,1,NA
3:79363000,1,NA
3:79849000,1,NA
3:81999000,1,NA
3:87847000,1,NA
3:79853000,1,NA
3:87830000,1,NA
3:86035000,1,NA
3:83737000,1,NA
3:84067000,1,NA
3:84070000,1,NA
3:84403000,1,NA
3:84495000,1,NA
3:84886000,1,NA
3:8526000,1,NA
3:8626000,1,NA
3:82302000,1,NA
3:86579000,1,NA
3:86689000,1,NA
3:86985000,1,NA
3:8728000,1,NA
3:87660000,1,NA
3:79850000,1,NA
3:81121000,1,NA
2:30201000,1,NA
2:32876000,1,NA
2:30935000,1,NA
2:30919000,1,NA
2:33619000,1,NA
2:30041000,1,NA
2:29630000,1,NA
2:29772000,1,NA
2:29799000,1,NA
2:29821000,1,NA
2:29849000,1,NA
2:29921000,1,NA
2:29987000,1,NA
2:30051000,1,NA
2:30916000,1,NA
2:30152000,1,NA
2:30153000,1,NA
2:3329000,1,NA
2:32651000,1,NA
3:108268000,1,NA
2:32524000,1,NA
3:108098000,1,NA
3:108014000,1,NA
2:3228000,1,NA
2:31506000,1,NA
2:31692000,1,NA
2:31836000,1,NA
2:31837000,1,NA
2:32122000,1,NA
2:32124000,1,NA
2:32126000,1,NA
2:32304000,1,NA
2:30920000,1,NA
2:32346000,1,NA
2:32459000,1,NA
2:32489000,1,NA
4:41291000,1,NA
4:41517000,1,NA
19:7281000,1,NA
4:150682000,1,NA
4:151088000,1,NA
4:151143000,1,NA
4:149412000,1,NA
4:149318000,1,NA
4:152065000,1,NA
4:148161000,1,NA
4:147264000,1,NA
4:147310000,1,NA
4:147838000,1,NA
4:147906000,1,NA
4:148088000,1,NA
4:148143000,1,NA
4:148152000,1,NA
4:148518000,1,NA
4:149263000,1,NA
4:150699000,1,NA
4:150649000,1,NA
4:148696000,1,NA
4:150160000,1,NA
4:115634000,1,NA
4:134081000,1,NA
4:134235000,1,NA
4:19610000,1,NA
4:150059000,1,NA
4:149413000,1,NA
4:149518000,1,NA
4:149580000,1,NA
4:149650000,1,NA
4:149732000,1,NA
4:149828000,1,NA
4:149980000,1,NA
4:150060000,1,NA
4:149378000,1,NA
4:150063000,1,NA
4:148674000,1,NA
4:148701000,1,NA
4:114471000,1,NA
4:15997000,1,NA
4:16250000,1,NA
4:18843000,1,NA
4:19519000,1,NA
4:19608000,1,NA
4:155801000,1,NA
4:155714000,1,NA
4:152067000,1,NA
4:15286000,1,NA
4:152069000,1,NA
4:152074000,1,NA
4:152101000,1,NA
4:152144000,1,NA
4:152391000,1,NA
4:152418000,1,NA
4:15285000,1,NA
4:16122000,1,NA
4:156409000,1,NA
4:14914000,1,NA
4:155780000,1,NA
4:149146000,1,NA
4:149260000,1,NA
4:149261000,1,NA
4:152018000,1,NA
4:152066000,1,NA
4:145557000,1,NA
4:156313000,1,NA
4:155853000,1,NA
4:155896000,1,NA
4:155991000,1,NA
4:156075000,1,NA
4:156095000,1,NA
4:156097000,1,NA
4:156299000,1,NA
4:156344000,1,NA
4:114950000,1,NA
4:114470000,1,NA
4:155707000,1,NA
4:104873000,1,NA
4:108671000,1,NA
4:100861000,1,NA
3:97580000,1,NA
3:97646000,1,NA
3:97829000,1,NA
3:97830000,1,NA
3:98057000,1,NA
3:98729000,1,NA
4:100860000,1,NA
4:101007000,1,NA
4:103027000,1,NA
4:101008000,1,NA
4:101009000,1,NA
4:101201000,1,NA
4:101677000,1,NA
4:103422000,1,NA
4:108494000,1,NA
4:103020000,1,NA
4:10848000,1,NA
4:106906000,1,NA
4:104887000,1,NA
4:105088000,1,NA
4:106297000,1,NA
4:106446000,1,NA
4:106519000,1,NA
4:106601000,1,NA
4:106905000,1,NA
4:107222000,1,NA
4:10438000,1,NA
4:107272000,1,NA
4:107802000,1,NA
4:108084000,1,NA
4:108086000,1,NA
4:10836000,1,NA
4:101733000,1,NA
4:103021000,1,NA
4:112834000,1,NA
4:117994000,1,NA
4:116160000,1,NA
4:116016000,1,NA
4:108706000,1,NA
4:111686000,1,NA
4:108956000,1,NA
4:10898000,1,NA
4:109308000,1,NA
4:109310000,1,NA
4:109514000,1,NA
4:10988000,1,NA
4:110511000,1,NA
4:111821000,1,NA
4:115924000,1,NA
4:11254000,1,NA
4:11261000,1,NA
4:118046000,1,NA
4:117743000,1,NA
4:10855000,1,NA
4:117725000,1,NA
4:108698000,1,NA
4:118065000,1,NA
4:116661000,1,NA
4:116163000,1,NA
4:116450000,1,NA
4:116457000,1,NA
4:116556000,1,NA
4:116557000,1,NA
4:116559000,1,NA
4:116632000,1,NA
4:116675000,1,NA
4:116057000,1,NA
4:116969000,1,NA
4:117128000,1,NA
4:117585000,1,NA
4:154046000,1,NA
4:154105000,1,NA
4:119026000,1,NA
19:59862000,1,NA
19:60187000,1,NA
19:60515000,1,NA
19:58808000,1,NA
19:60824000,1,NA
19:60913000,1,NA
19:60915000,1,NA
19:6103000,1,NA
19:61080000,1,NA
19:61103000,1,NA
19:6111000,1,NA
19:5901000,1,NA
19:58784000,1,NA
19:6118000,1,NA
19:57477000,1,NA
19:56591000,1,NA
19:5990000,1,NA
19:5947000,1,NA
19:56775000,1,NA
19:59453000,1,NA
4:140931000,1,NA
4:141355000,1,NA
4:140936000,1,NA
4:141055000,1,NA
4:141111000,1,NA
4:141195000,1,NA
4:141199000,1,NA
4:141273000,1,NA
4:141353000,1,NA
2:180623000,1,NA
2:180546000,1,NA
2:180363000,1,NA
19:60513000,1,NA
19:5904000,1,NA
19:5935000,1,NA
19:5672000,1,NA
19:56780000,1,NA
4:140450000,1,NA
19:8873000,1,NA
19:8993000,1,NA
19:8994000,1,NA
19:9261000,1,NA
1:10095000,1,NA
19:8809000,1,NA
1:10207000,1,NA
1:10256000,1,NA
1:105205000,1,NA
1:105383000,1,NA
1:105682000,1,NA
1:105774000,1,NA
1:105916000,1,NA
19:8811000,1,NA
19:8808000,1,NA
19:6349000,1,NA
19:8992000,1,NA
19:8865000,1,NA
19:56900000,1,NA
19:8830000,1,NA
19:57110000,1,NA
19:57392000,1,NA
19:5752000,1,NA
19:5852000,1,NA
19:5757000,1,NA
19:57572000,1,NA
19:58121000,1,NA
19:5822000,1,NA
19:5845000,1,NA
19:5848000,1,NA
19:5851000,1,NA
19:6112000,1,NA
19:6348000,1,NA
19:56429000,1,NA
19:9961000,1,NA
4:140840000,1,NA
4:139690000,1,NA
4:154362000,1,NA
4:136380000,1,NA
4:138445000,1,NA
4:138508000,1,NA
4:138526000,1,NA
4:138786000,1,NA
4:138857000,1,NA
4:13893000,1,NA
4:137383000,1,NA
4:136276000,1,NA
4:139071000,1,NA
4:135139000,1,NA
4:134289000,1,NA
4:134468000,1,NA
4:134472000,1,NA
4:134530000,1,NA
4:134652000,1,NA
4:138184000,1,NA
4:138169000,1,NA
4:135049000,1,NA
4:138039000,1,NA
4:155158000,1,NA
4:155238000,1,NA
4:155239000,1,NA
4:155635000,1,NA
