ids	SRR33470049_nocondition_nobatch
SRR33470049.353120_ENSMUSG00000020955	7.0
SRR33470049.353126_ENSMUSG00000011158	12.0
SRR33470049.353242_ENSMUSG00000028476	3.0
SRR33470049.353371_15:3532000	3.0
SRR33470049.353402_7:101668000	6.0
SRR33470049.353422_ENSMUSG00000068240	199.0
SRR33470049.353589_ENSMUSG00000006369	5.0
SRR33470049.35359_2:119856000	7.0
SRR33470049.353664_ENSMUSG00000023886	26.0
SRR33470049.353715_9:57533000	10.0
SRR33470049.353719_18:5668000	8.0
SRR33470049.353722_ENSMUSG00000089838	36.0
SRR33470049.353758_ENSMUSG00000026199	4.0
SRR33470049.353823_16:87173000	4.0
SRR33470049.353827_1:119013000	4.0
SRR33470049.35385_2:164634000	3.0
SRR33470049.353867_7:16520000	8.0
SRR33470049.353917_11:5959000	8.0
SRR33470049.353942_8:112349000	6.0
SRR33470049.354014_ENSMUSG00000021676	12.0
SRR33470049.35405_1:64645000	4.0
SRR33470049.354067_8:95741000	3.0
SRR33470049.354105_8:127230000	3.0
SRR33470049.354112_17:36542000	3.0
SRR33470049.354122_ENSMUSG00000029686	27.0
SRR33470049.354169_3:86985000	8.0
SRR33470049.354364_2:87356000	49.0
SRR33470049.354406_7:15851000	5.0
SRR33470049.354493_ENSMUSG00000071151	10.0
SRR33470049.354494_ENSMUSG00000025240	3.0
SRR33470049.354507_8:106442000	3.0
SRR33470049.354567_12:17479000	4.0
SRR33470049.354580_12:98753000	6.0
SRR33470049.354605_2:69854000	13.0
SRR33470049.354614_14:28246000	9.0
SRR33470049.35461_8:85566000	6.0
SRR33470049.354629_9:31846000	2.0
SRR33470049.354640_ENSMUSG00000005373	5.0
SRR33470049.354666_16:45202000	11.0
SRR33470049.354680_7:25064000	16.0
SRR33470049.354688_15:37924000	6.0
SRR33470049.354730_9:54511000	14.0
SRR33470049.354737_ENSMUSG00000003500	5.0
SRR33470049.354757_3:59341000	3.0
SRR33470049.354760_ENSMUSG00000040390	3.0
SRR33470049.354827_8:112175000	6.0
SRR33470049.354842_ENSMUSG00000020821	13.0
SRR33470049.354990_8:118518000	3.0
SRR33470049.355057_8:41475000	5.0
SRR33470049.355066_16:91882000	13.0
SRR33470049.355200_1:194777000	9.0
SRR33470049.355201_ENSMUSG00000021494	4.0
SRR33470049.355282_12:102719000	3.0
SRR33470049.355312_ENSMUSG00000111339	6.0
SRR33470049.35533_1:82873000	14.0
SRR33470049.355340_12:84465000	7.0
SRR33470049.355455_4:134652000	3.0
SRR33470049.355467_ENSMUSG00000022214	4.0
SRR33470049.355499_1:176662000	5.0
SRR33470049.35553_17:87741000	5.0
SRR33470049.355563_ENSMUSG00000025876	6.0
SRR33470049.355573_8:127657000	8.0
SRR33470049.355584_ENSMUSG00000031328	13.0
SRR33470049.355685_X:41365000	12.0
SRR33470049.355707_1:178148000	16.0
SRR33470049.355727_9:114728000	10.0
SRR33470049.355736_ENSMUSG00000039178	5.0
SRR33470049.355738_11:87141000	8.0
SRR33470049.355768_19:4367000	5.0
SRR33470049.355807_3:88986000	11.0
SRR33470049.35580_2:152676000	14.0
SRR33470049.355824_8:112352000	6.0
SRR33470049.355843_ENSMUSG00000028799	3.0
SRR33470049.35590_15:65744000	11.0
SRR33470049.355942_17:10423000	3.0
SRR33470049.355961_8:107407000	18.0
SRR33470049.356008_2:157313000	7.0
SRR33470049.356016_17:31825000	3.0
SRR33470049.356059_1:191729000	4.0
SRR33470049.356089_16:59312000	4.0
SRR33470049.356140_2:127633000	10.0
SRR33470049.35615_ENSMUSG00000001794	5.0
SRR33470049.356335_16:23178000	3.0
SRR33470049.356338_5:97239000	4.0
SRR33470049.356346_ENSMUSG00000026786	6.0
SRR33470049.356469_14:70817000	4.0
SRR33470049.356542_11:75490000	266.0
SRR33470049.356571_ENSMUSG00000034290	13.0
SRR33470049.356620_11:69900000	5.0
SRR33470049.356678_13:18056000	4.0
SRR33470049.356790_X:76703000	4.0
SRR33470049.356828_ENSMUSG00000059195	166.0
SRR33470049.356830_ENSMUSG00000033335	31.0
SRR33470049.356879_ENSMUSG00000058756	3.0
SRR33470049.356906_10:128325000	5.0
SRR33470049.35691_7:34749000	3.0
SRR33470049.356980_ENSMUSG00000028494	6.0
SRR33470049.356991_ENSMUSG00000032126	9.0
SRR33470049.357016_10:23780000	3.0
SRR33470049.357085_11:105880000	7.0
SRR33470049.357124_13:115090000	5.0
SRR33470049.357163_1:155881000	4.0
SRR33470049.357225_ENSMUSG00000036057	11.0
SRR33470049.357246_4:32802000	7.0
SRR33470049.357311_19:23142000	20.0
SRR33470049.357339_ENSMUSG00000059552	15.0
SRR33470049.357354_ENSMUSG00000066068	63.0
SRR33470049.357463_X:73612000	6.0
SRR33470049.357484_15:80045000	7.0
SRR33470049.357549_8:72977000	12.0
SRR33470049.357570_14:53098000	7.0
SRR33470049.357597_2:165801000	14.0
SRR33470049.357623_14:73600000	35.0
SRR33470049.357647_7:96560000	43.0
SRR33470049.357669_ENSMUSG00000022750	13.0
SRR33470049.357743_18:69820000	5.0
SRR33470049.35774_ENSMUSG00000002105	15.0
SRR33470049.357781_6:116386000	11.0
SRR33470049.357791_ENSMUSG00000035172	7.0
SRR33470049.357861_ENSMUSG00000029404	21.0
SRR33470049.357874_ENSMUSG00000018661	11.0
SRR33470049.357908_11:52143000	4.0
SRR33470049.357945_ENSMUSG00000030057	7.0
SRR33470049.357969_1:131913000	9.0
SRR33470049.358162_ENSMUSG00000089197	3.0
SRR33470049.358211_ENSMUSG00000085172	10.0
SRR33470049.358220_7:4149000	14.0
SRR33470049.358248_10:88170000	3.0
SRR33470049.358251_7:67882000	8.0
SRR33470049.35825_7:54061000	57.0
SRR33470049.358274_ENSMUSG00000032946	4.0
SRR33470049.358409_17:29261000	7.0
SRR33470049.358451_ENSMUSG00000032187	10.0
SRR33470049.358462_3:142499000	5.0
SRR33470049.358476_18:34765000	5.0
SRR33470049.358478_6:91733000	18.0
SRR33470049.358494_15:73964000	5.0
SRR33470049.358562_ENSMUSG00000052798	5.0
SRR33470049.358564_12:4927000	13.0
SRR33470049.358612_9:99146000	4.0
SRR33470049.358693_11:68879000	5.0
SRR33470049.358722_ENSMUSG00000120262	4.0
SRR33470049.358760_7:131913000	4.0
SRR33470049.358786_17:5803000	3.0
SRR33470049.358915_19:7563000	3.0
SRR33470049.358950_13:45023000	4.0
SRR33470049.359025_11:77756000	5.0
SRR33470049.359040_ENSMUSG00000028330	10.0
SRR33470049.359055_7:58960000	6.0
SRR33470049.35912_ENSMUSG00000024621	3.0
SRR33470049.359143_3:57742000	4.0
SRR33470049.359162_11:94843000	4.0
SRR33470049.359179_3:129431000	15.0
SRR33470049.35923_ENSMUSG00000029669	48.0
SRR33470049.359356_ENSMUSG00000028207	4.0
SRR33470049.359358_13:25393000	3.0
SRR33470049.359407_8:70636000	14.0
SRR33470049.359505_11:107102000	3.0
SRR33470049.359527_1:135962000	11.0
SRR33470049.359617_6:22306000	3.0
SRR33470049.359637_12:57287000	7.0
SRR33470049.359653_8:112589000	4.0
SRR33470049.359710_ENSMUSG00000041773	3.0
SRR33470049.359761_ENSMUSG00000032492	3.0
SRR33470049.359769_ENSMUSG00000002250	14.0
SRR33470049.359770_3:89342000	8.0
SRR33470049.359784_6:113459000	5.0
SRR33470049.359806_ENSMUSG00000033278	17.0
SRR33470049.359835_ENSMUSG00000054204	4.0
SRR33470049.359869_16:3899000	6.0
SRR33470049.359965_ENSMUSG00000120881	4.0
SRR33470049.359975_19:57377000	4.0
SRR33470049.360018_4:130553000	22.0
SRR33470049.360127_11:93837000	4.0
SRR33470049.360337_ENSMUSG00000006800	3.0
SRR33470049.360346_ENSMUSG00000064037	8.0
SRR33470049.360361_ENSMUSG00000026083	9.0
SRR33470049.360423_ENSMUSG00000010453	19.0
SRR33470049.360425_11:97575000	10.0
SRR33470049.360463_1:119991000	3.0
SRR33470049.360476_1:165660000	8.0
SRR33470049.360489_1:178079000	5.0
SRR33470049.360622_6:7981000	10.0
SRR33470049.360682_ENSMUSG00000031239	6.0
SRR33470049.360695_18:77971000	3.0
SRR33470049.360709_ENSMUSG00000027742	9.0
SRR33470049.360782_5:104701000	3.0
SRR33470049.360799_2:180323000	9.0
SRR33470049.36080_ENSMUSG00000032621	6.0
SRR33470049.36082_ENSMUSG00000054556	4.0
SRR33470049.360864_ENSMUSG00000001943	5.0
SRR33470049.36086_ENSMUSG00000057657	229.0
SRR33470049.360887_ENSMUSG00000003226	3.0
SRR33470049.360902_ENSMUSG00000019842	7.0
SRR33470049.360920_18:19567000	5.0
SRR33470049.361010_ENSMUSG00000049588	6.0
SRR33470049.361035_ENSMUSG00000020388	8.0
SRR33470049.361089_ENSMUSG00000028530	11.0
SRR33470049.36112_ENSMUSG00000004207	5.0
SRR33470049.361194_7:28096000	9.0
SRR33470049.361200_ENSMUSG00000028345	7.0
SRR33470049.361284_8:48163000	9.0
SRR33470049.361327_13:64437000	9.0
SRR33470049.361369_8:123192000	8.0
SRR33470049.361371_ENSMUSG00000083380	32.0
SRR33470049.361392_ENSMUSG00000022974	7.0
SRR33470049.36145_8:55513000	4.0
SRR33470049.361491_1:155088000	3.0
SRR33470049.361591_7:138437000	9.0
SRR33470049.361599_1:33831000	3.0
SRR33470049.361655_ENSMUSG00000081740	48.0
SRR33470049.361670_13:9104000	13.0
SRR33470049.361693_4:53030000	31.0
SRR33470049.361731_8:111883000	11.0
SRR33470049.361755_8:124679000	11.0
SRR33470049.361762_19:3944000	9.0
SRR33470049.361788_11:64892000	3.0
SRR33470049.361819_ENSMUSG00000015656	6.0
SRR33470049.36188_ENSMUSG00000035203	6.0
SRR33470049.361962_3:95781000	3.0
SRR33470049.36204_ENSMUSG00000017344	7.0
SRR33470049.362063_ENSMUSG00000032580	17.0
SRR33470049.362228_11:110413000	3.0
SRR33470049.362233_ENSMUSG00000025155	10.0
SRR33470049.36223_ENSMUSG00000022884	8.0
SRR33470049.362265_12:21440000	14.0
SRR33470049.362270_8:91582000	4.0
SRR33470049.362361_1:153785000	516.0
SRR33470049.362369_17:84492000	19.0
SRR33470049.362405_ENSMUSG00000042699	15.0
SRR33470049.362520_1:10207000	11.0
SRR33470049.362549_8:85403000	3.0
SRR33470049.362550_ENSMUSG00000040272	5.0
SRR33470049.362559_16:43905000	29.0
SRR33470049.362681_10:70394000	4.0
SRR33470049.362702_6:126795000	5.0
SRR33470049.362719_6:93655000	4.0
SRR33470049.362740_6:4541000	45.0
SRR33470049.362802_10:120617000	9.0
SRR33470049.362836_6:119330000	6.0
SRR33470049.362882_ENSMUSG00000019297	6.0
SRR33470049.362925_ENSMUSG00000032311	2.0
SRR33470049.362969_ENSMUSG00000049882	4.0
SRR33470049.363047_ENSMUSG00000024222	4.0
SRR33470049.36306_2:117009000	7.0
SRR33470049.363113_ENSMUSG00000041028	59.0
SRR33470049.363119_12:113344000	6.0
SRR33470049.363130-1_19:57477000	5.0
SRR33470049.363161_ENSMUSG00000054203	8.0
SRR33470049.363197_ENSMUSG00000088252	3.0
SRR33470049.363208_18:9877000	7.0
SRR33470049.363213_ENSMUSG00000029199	21.0
SRR33470049.363237_X:55706000	4.0
SRR33470049.363332_ENSMUSG00000033900	3.0
SRR33470049.363342_ENSMUSG00000032754	3.0
SRR33470049.3633_ENSMUSG00000054364	157.0
SRR33470049.363435_19:24453000	7.0
SRR33470049.36343_ENSMUSG00000017723	7.0
SRR33470049.363442_14:55299000	3.0
SRR33470049.363469_18:10815000	17.0
SRR33470049.363518_11:109463000	5.0
SRR33470049.363543_10:82486000	4.0
SRR33470049.363576_ENSMUSG00000116594	3.0
SRR33470049.3635_3:94304000	3.0
SRR33470049.363611_ENSMUSG00000027198	10.0
SRR33470049.363626_17:88895000	4.0
SRR33470049.363656_4:10848000	25.0
SRR33470049.363807_2:131223000	42.0
SRR33470049.36384_9:23396000	7.0
SRR33470049.363890_2:173625000	5.0
SRR33470049.3638_5:57886000	7.0
SRR33470049.36391_14:51142000	4.0
SRR33470049.364102_10:88319000	3.0
SRR33470049.364136_ENSMUSG00000022961	9.0
SRR33470049.364139_7:126090000	9.0
SRR33470049.364150_3:14928000	11.0
SRR33470049.364229_ENSMUSG00000094446	8.0
SRR33470049.364258_17:22212000	4.0
SRR33470049.364292_8:71102000	8.0
SRR33470049.364319_ENSMUSG00000081865	8.0
SRR33470049.364359_8:18933000	6.0
SRR33470049.364363_ENSMUSG00000021716	7.0
SRR33470049.364410_9:56824000	5.0
SRR33470049.364455_6:56738000	5.0
SRR33470049.364503_3:67513000	10.0
SRR33470049.364542_15:27594000	4.0
SRR33470049.364608_ENSMUSG00000039713	49.0
SRR33470049.364659_5:34546000	4.0
SRR33470049.36466_ENSMUSG00000095041	15.0
SRR33470049.364710_16:4102000	7.0
SRR33470049.364711_3:146544000	6.0
SRR33470049.364740_ENSMUSG00000029439	5.0
SRR33470049.364769_5:30816000	3.0
SRR33470049.36482_ENSMUSG00000035863	5.0
SRR33470049.364834_4:123628000	4.0
SRR33470049.364893_4:136020000	5.0
SRR33470049.364900_6:85822000	10.0
SRR33470049.364961_12:84157000	6.0
SRR33470049.365027_14:121184000	5.0
SRR33470049.365047_ENSMUSG00000002825	5.0
SRR33470049.365069_ENSMUSG00000038564	6.0
SRR33470049.365089_ENSMUSG00000042487	6.0
SRR33470049.36513_4:46604000	6.0
SRR33470049.365262_ENSMUSG00000020591	4.0
SRR33470049.365282_11:5478000	4.0
SRR33470049.365404_ENSMUSG00000001249	4.0
SRR33470049.365431_11:86924000	3.0
SRR33470049.365467_8:27765000	161.0
SRR33470049.365490_8:4257000	12.0
SRR33470049.365502_13:81213000	24.0
SRR33470049.365504_9:21870000	3.0
SRR33470049.36552_10:52313000	6.0
SRR33470049.365546_2:126633000	14.0
SRR33470049.365594_17:31824000	3.0
SRR33470049.365615_15:12359000	28.0
SRR33470049.365688_X:113711000	6.0
SRR33470049.365740_19:8811000	21.0
SRR33470049.365811_5:108717000	18.0
SRR33470049.365845_2:145729000	16.0
SRR33470049.365855_6:117861000	3.0
SRR33470049.36585_3:89284000	30.0
SRR33470049.365912_ENSMUSG00000032557	3.0
SRR33470049.365957_7:75418000	6.0
SRR33470049.365_ENSMUSG00000019179	52.0
SRR33470049.366016_ENSMUSG00000036989	5.0
SRR33470049.366021_16:24811000	16.0
SRR33470049.366094_ENSMUSG00000024991	11.0
SRR33470049.366149_ENSMUSG00000030967	11.0
SRR33470049.366235_ENSMUSG00000020900	11.0
SRR33470049.366273_ENSMUSG00000045983	5.0
SRR33470049.366274_4:141893000	9.0
SRR33470049.366283_19:5851000	170.0
SRR33470049.366296_ENSMUSG00000030735	17.0
SRR33470049.366315_6:83095000	6.0
SRR33470049.366379_ENSMUSG00000026335	37.0
SRR33470049.366387_19:12744000	4.0
SRR33470049.366404_ENSMUSG00000039218	49.0
SRR33470049.366493_4:12233000	15.0
SRR33470049.3664_17:66293000	5.0
SRR33470049.366515_ENSMUSG00000024515	6.0
SRR33470049.366523_6:39389000	7.0
SRR33470049.366545_8:81491000	11.0
SRR33470049.366599_12:83593000	3.0
SRR33470049.366627_2:32304000	9.0
SRR33470049.366667_8:27528000	4.0
SRR33470049.36666_3:84886000	5.0
SRR33470049.366717_7:75404000	12.0
SRR33470049.366746_8:73094000	10.0
SRR33470049.366757_10:128325000	18.0
SRR33470049.366760_12:116334000	5.0
SRR33470049.366765_2:118651000	4.0
SRR33470049.36679_3:60534000	87.0
SRR33470049.366912_6:120437000	5.0
SRR33470049.36699_11:73074000	5.0
SRR33470049.367052_8:71909000	3.0
SRR33470049.367073_ENSMUSG00000008200	13.0
SRR33470049.367104_10:71061000	3.0
SRR33470049.367106_ENSMUSG00000047454	16.0
SRR33470049.36718_ENSMUSG00000090625	10.0
SRR33470049.367344_19:54020000	7.0
SRR33470049.367423_4:40804000	7.0
SRR33470049.367468_9:25012000	107.0
SRR33470049.367543_3:112959000	8.0
SRR33470049.367563-1_12:9479000	5.0
SRR33470049.367564_2:181223000	12.0
SRR33470049.367600_13:58274000	3.0
SRR33470049.367672_3:57193000	9.0
SRR33470049.367691_7:109881000	5.0
SRR33470049.36771_ENSMUSG00000023007	3.0
SRR33470049.36779_4:6396000	5.0
SRR33470049.36780_7:143188000	5.0
SRR33470049.367813_5:113749000	4.0
SRR33470049.367818_11:6419000	8.0
SRR33470049.367842_2:126909000	6.0
SRR33470049.367853_16:19947000	14.0
SRR33470049.367883_11:50817000	4.0
SRR33470049.36789_ENSMUSG00000015971	11.0
SRR33470049.367918_1:24653000	140.0
SRR33470049.368017_ENSMUSG00000023170	3.0
SRR33470049.368021_15:81468000	4.0
SRR33470049.368098_1:88495000	16.0
SRR33470049.368107_15:76385000	9.0
SRR33470049.368143_8:4335000	3.0
SRR33470049.368146_7:89060000	98.0
SRR33470049.368199_1:91856000	7.0
SRR33470049.36819_1:74739000	3.0
SRR33470049.368233_ENSMUSG00000039886	6.0
SRR33470049.368282_8:46660000	63.0
SRR33470049.368351_9:45876000	20.0
SRR33470049.36839_1:151219000	4.0
SRR33470049.368440_13:30997000	6.0
SRR33470049.368468_3:58500000	17.0
SRR33470049.368481_12:108785000	5.0
SRR33470049.368514_4:135730000	8.0
SRR33470049.368524_8:47943000	6.0
SRR33470049.368531_ENSMUSG00000027716	4.0
SRR33470049.368549_18:34870000	4.0
SRR33470049.368656_15:54616000	5.0
SRR33470049.368664_6:38591000	4.0
SRR33470049.368695_6:48655000	3.0
SRR33470049.368702_5:142888000	5.0
SRR33470049.368712_10:80737000	4.0
SRR33470049.368781_ENSMUSG00000040957	9.0
SRR33470049.368792_17:7222000	8.0
SRR33470049.368884_X:51988000	12.0
SRR33470049.368885_2:112323000	7.0
SRR33470049.368912_5:145183000	9.0
SRR33470049.368982_ENSMUSG00000038517	9.0
SRR33470049.368990_2:80124000	15.0
SRR33470049.369009_6:4643000	4.0
SRR33470049.369046-2_16:57211000	7.0
SRR33470049.369064_9:20344000	4.0
SRR33470049.369146_ENSMUSG00000022096	7.0
SRR33470049.369207_16:19719000	6.0
SRR33470049.369281_ENSMUSG00000086240	8.0
SRR33470049.369499_ENSMUSG00000022201	15.0
SRR33470049.369509_10:80864000	7.0
SRR33470049.369521_ENSMUSG00000003752	4.0
SRR33470049.369547_ENSMUSG00000110686	11.0
SRR33470049.369587_17:71559000	15.0
SRR33470049.369714_17:25100000	8.0
SRR33470049.369727_2:32126000	3.0
SRR33470049.369751_11:8878000	3.0
SRR33470049.369851_1:81589000	11.0
SRR33470049.369905_2:38476000	16.0
SRR33470049.370001_5:3697000	6.0
SRR33470049.370043_17:57076000	7.0
SRR33470049.370087_ENSMUSG00000027412	5.0
SRR33470049.370122_1:91456000	6.0
SRR33470049.370152_15:86021000	21.0
SRR33470049.370167_16:22977000	6.0
SRR33470049.370192_ENSMUSG00000061731	19.0
SRR33470049.3701_10:42578000	12.0
SRR33470049.370275_ENSMUSG00000027889	14.0
SRR33470049.370288_ENSMUSG00000022562	21.0
SRR33470049.370368_ENSMUSG00000027422	45.0
SRR33470049.370472_4:117743000	6.0
SRR33470049.370475_19:53904000	5.0
SRR33470049.370522_ENSMUSG00000067547	29.0
SRR33470049.37056_ENSMUSG00000040407	4.0
SRR33470049.370589_6:50184000	3.0
SRR33470049.370670_ENSMUSG00000110275	76.0
SRR33470049.370683_ENSMUSG00000063611	4.0
SRR33470049.370706_ENSMUSG00000031328	78.0
SRR33470049.370729_9:86463000	130.0
SRR33470049.370748_ENSMUSG00000020593	48.0
SRR33470049.37074_15:84099000	3.0
SRR33470049.370810_2:37315000	6.0
SRR33470049.370846_16:85348000	7.0
SRR33470049.370888_2:134436000	5.0
SRR33470049.370935_9:64782000	5.0
SRR33470049.371067_ENSMUSG00000024991	3.0
SRR33470049.371091_5:138192000	3.0
SRR33470049.371108_ENSMUSG00000017485	11.0
SRR33470049.371160_ENSMUSG00000068328	5.0
SRR33470049.371174_19:3435000	20.0
SRR33470049.371179_ENSMUSG00000060036	28.0
SRR33470049.371182_X:16553000	5.0
SRR33470049.371192_1:184604000	74.0
SRR33470049.371196_ENSMUSG00000024566	9.0
SRR33470049.371216_12:80167000	3.0
SRR33470049.37123_ENSMUSG00000037697	3.0
SRR33470049.371295_ENSMUSG00000063556	163.0
SRR33470049.371370_1:36462000	4.0
SRR33470049.371385_10:80704000	6.0
SRR33470049.371403_11:106955000	6.0
SRR33470049.371427_8:111879000	13.0
SRR33470049.371447_ENSMUSG00000032583	3.0
SRR33470049.371461_16:85697000	4.0
SRR33470049.371554_14:63758000	11.0
SRR33470049.371569_1:13209000	8.0
SRR33470049.371622_11:116956000	9.0
SRR33470049.371688_18:80003000	4.0
SRR33470049.371743_2:84431000	3.0
SRR33470049.371783_ENSMUSG00000029521	6.0
SRR33470049.371786_2:30920000	6.0
SRR33470049.371823_6:135358000	93.0
SRR33470049.371847_ENSMUSG00000050668	7.0
SRR33470049.371872_12:15841000	7.0
SRR33470049.371941_5:34160000	11.0
SRR33470049.371979_3:27393000	11.0
SRR33470049.372098_16:20050000	10.0
SRR33470049.372236_ENSMUSG00000006932	368.0
SRR33470049.372394_8:107913000	55.0
SRR33470049.372431_5:66457000	3.0
SRR33470049.372488_2:75757000	6.0
SRR33470049.372580_X:55410000	9.0
SRR33470049.372740_11:79227000	3.0
SRR33470049.372787_16:4584000	17.0
SRR33470049.372794_1:154973000	6.0
SRR33470049.372817_12:110537000	5.0
SRR33470049.372847_ENSMUSG00000041685	5.0
SRR33470049.372903_ENSMUSG00000061136	4.0
SRR33470049.37292_3:96778000	3.0
SRR33470049.372964_8:3990000	3.0
SRR33470049.372983_4:109514000	4.0
SRR33470049.373031_15:85527000	5.0
SRR33470049.373061_1:181014000	10.0
SRR33470049.37311_10:40762000	9.0
SRR33470049.373193_5:120672000	20.0
SRR33470049.373215_ENSMUSG00000020368	39.0
SRR33470049.373221_11:85080000	3.0
SRR33470049.373251_ENSMUSG00000042284	5.0
SRR33470049.373265_ENSMUSG00000015087	18.0
SRR33470049.373345_1:151239000	7.0
SRR33470049.373382_10:80625000	4.0
SRR33470049.3733_ENSMUSG00000000958	4.0
SRR33470049.373450_12:85523000	3.0
SRR33470049.373491_3:87660000	3.0
SRR33470049.373563_ENSMUSG00000023913	6.0
SRR33470049.373630_18:5951000	3.0
SRR33470049.373667_ENSMUSG00000026553	49.0
SRR33470049.373668_9:54512000	5.0
SRR33470049.373669_18:34478000	17.0
SRR33470049.373712_ENSMUSG00000080893	26.0
SRR33470049.373780_1:181004000	4.0
SRR33470049.373785_ENSMUSG00000058756	17.0
SRR33470049.373995_ENSMUSG00000040181	140.0
SRR33470049.374056_3:87446000	15.0
SRR33470049.374087_ENSMUSG00000026193	64.0
SRR33470049.374120_ENSMUSG00000081094	139.0
SRR33470049.37422_17:41272000	5.0
SRR33470049.37428_ENSMUSG00000021843	3.0
SRR33470049.374304_6:37308000	7.0
SRR33470049.374389_2:35230000	10.0
SRR33470049.374443_10:4955000	17.0
SRR33470049.374555_X:68649000	5.0
SRR33470049.374648_2:173066000	18.0
SRR33470049.374820_1:183806000	6.0
SRR33470049.374850_ENSMUSG00000009406	9.0
SRR33470049.374900_7:16230000	4.0
SRR33470049.374903_11:97884000	26.0
SRR33470049.374946_15:11839000	1.0
SRR33470049.374971_11:50280000	7.0
SRR33470049.374996_5:24799000	4.0
SRR33470049.375000_18:89243000	5.0
SRR33470049.37502_ENSMUSG00000039096	3.0
SRR33470049.375147_ENSMUSG00000044229	7.0
SRR33470049.375211_17:43104000	16.0
SRR33470049.375282_3:88652000	4.0
SRR33470049.375304-1_4:40804000	8.0
SRR33470049.375336_ENSMUSG00000087412	64.0
SRR33470049.375351_8:48279000	4.0
SRR33470049.375453_17:7065000	3.0
SRR33470049.375487_ENSMUSG00000063558	18.0
SRR33470049.37557_12:86930000	7.0
SRR33470049.375594_13:34217000	5.0
SRR33470049.375668_6:13086000	9.0
SRR33470049.375669_11:80070000	7.0
SRR33470049.37566_7:41299000	3.0
SRR33470049.375774_14:24545000	4.0
SRR33470049.375799_2:154428000	6.0
SRR33470049.375821_17:86964000	15.0
SRR33470049.375839_5:105136000	3.0
SRR33470049.375956_15:65743000	6.0
SRR33470049.375994_11:57678000	5.0
SRR33470049.376086_ENSMUSG00000036545	16.0
SRR33470049.376152_ENSMUSG00000000916	3.0
SRR33470049.37618_ENSMUSG00000040738	5.0
SRR33470049.376207_14:65049000	11.0
SRR33470049.376237_4:129519000	6.0
SRR33470049.376239_ENSMUSG00000066900	15.0
SRR33470049.376311_10:39951000	4.0
SRR33470049.37632_6:99602000	16.0
SRR33470049.376342_16:77395000	4.0
SRR33470049.376397_ENSMUSG00000030177	3.0
SRR33470049.376457_17:7005000	10.0
SRR33470049.37645_7:127942000	3.0
SRR33470049.376501_3:108810000	12.0
SRR33470049.376602_3:71372000	23.0
SRR33470049.376628_18:9995000	3.0
SRR33470049.376702_13:59782000	5.0
SRR33470049.376782_2:180307000	3.0
SRR33470049.376808-1_10:106769000	17.0
SRR33470049.376898_13:41463000	15.0
SRR33470049.376973_19:11969000	9.0
SRR33470049.377095_6:119330000	4.0
SRR33470049.377135_11:100347000	12.0
SRR33470049.37713_ENSMUSG00000027219	8.0
SRR33470049.377164_11:80069000	5.0
SRR33470049.377180_12:44358000	4.0
SRR33470049.37719_ENSMUSG00000003380	21.0
SRR33470049.377242_18:47379000	3.0
SRR33470049.377271_7:115102000	7.0
SRR33470049.377300_3:79853000	6.0
SRR33470049.377347_10:75472000	4.0
SRR33470049.377363_10:115123000	9.0
SRR33470049.377417_ENSMUSG00000025878	9.0
SRR33470049.377442_12:65069000	4.0
SRR33470049.377494_ENSMUSG00000010608	4.0
SRR33470049.377617_16:95958000	5.0
SRR33470049.377619_17:71765000	11.0
SRR33470049.377655_ENSMUSG00000036257	11.0
SRR33470049.377748_8:106658000	8.0
SRR33470049.3778_18:47040000	3.0
SRR33470049.377980_8:25944000	165.0
SRR33470049.3779_2:30153000	8.0
SRR33470049.378013_19:40729000	8.0
SRR33470049.378020_10:117649000	8.0
SRR33470049.378028_3:145993000	10.0
SRR33470049.378075_16:97656000	3.0
SRR33470049.378235_ENSMUSG00000007029	3.0
SRR33470049.378311_ENSMUSG00000022248	6.0
SRR33470049.378391_ENSMUSG00000021639	4.0
SRR33470049.378462_ENSMUSG00000042797	4.0
SRR33470049.378473-1_15:78796000	3.0
SRR33470049.378474_14:52531000	8.0
SRR33470049.378480_4:50459000	7.0
SRR33470049.378481_11:77411000	3.0
SRR33470049.378521_14:79203000	3.0
SRR33470049.378535_7:80541000	8.0
SRR33470049.378558_ENSMUSG00000022221	5.0
SRR33470049.378588_1:180765000	4.0
SRR33470049.37872_4:146308000	18.0
SRR33470049.37873_14:4431000	10.0
SRR33470049.378748_12:111649000	4.0
SRR33470049.378784_4:133890000	55.0
SRR33470049.37893_ENSMUSG00000008763	3.0
SRR33470049.378952_2:156153000	12.0
SRR33470049.378973_17:43203000	14.0
SRR33470049.379017_2:22480000	4.0
SRR33470049.379044_15:37943000	8.0
SRR33470049.379061_2:155913000	16.0
SRR33470049.379068_12:24608000	6.0
SRR33470049.379122_2:18690000	5.0
SRR33470049.379138_11:44897000	4.0
SRR33470049.379152_5:66456000	3.0
SRR33470049.379154_11:93927000	1.0
SRR33470049.37919_ENSMUSG00000059119	13.0
SRR33470049.37920_ENSMUSG00000020937	3.0
SRR33470049.379210_15:100861000	4.0
SRR33470049.379291_ENSMUSG00000049932	5.0
SRR33470049.379409_ENSMUSG00000120362	4.0
SRR33470049.379418_14:55153000	3.0
SRR33470049.379480_ENSMUSG00000028581	9.0
SRR33470049.379507_19:10222000	8.0
SRR33470049.379637_6:39439000	6.0
SRR33470049.379640_11:70543000	4.0
