ids	SRR33470049_nocondition_nobatch
ENSMUST00000034249_ENSMUSG00000031796	12.0
ENSMUST00000034261_ENSMUSG00000079019	3.0
ENSMUST00000034264_ENSMUSG00000031807	29.0
ENSMUST00000034270_ENSMUSG00000031812	51.0
ENSMUST00000034272_ENSMUSG00000031813	12.0
ENSMUST00000034276_ENSMUSG00000031818	227.0
ENSMUST00000034278_ENSMUSG00000031821	6.0
ENSMUST00000034280_ENSMUSG00000031823	14.0
ENSMUST00000034285_ENSMUSG00000031827	38.0
ENSMUST00000034287_ENSMUSG00000031828	5.0
ENSMUST00000034300_ENSMUSG00000031839	48.0
ENSMUST00000034303_ENSMUSG00000031843	5.0
ENSMUST00000034311_ENSMUSG00000031848	32.0
ENSMUST00000034313_ENSMUSG00000031851	11.0
ENSMUST00000034328_ENSMUSG00000031864	7.0
ENSMUST00000034369_ENSMUSG00000031897	22.0
ENSMUST00000034377_ENSMUSG00000031903	3.0
ENSMUST00000034388_ENSMUSG00000031913	14.0
ENSMUST00000034400_ENSMUSG00000031924	7.0
ENSMUST00000034426_ENSMUSG00000031948	22.0
ENSMUST00000034428_ENSMUSG00000031950	7.0
ENSMUST00000034432_ENSMUSG00000031954	27.0
ENSMUST00000034458_ENSMUSG00000089704	64.0
ENSMUST00000034464_ENSMUSG00000031983	24.0
ENSMUST00000034465_ENSMUSG00000031984	12.0
ENSMUST00000034469_ENSMUSG00000031987	12.0
ENSMUST00000034472_ENSMUSG00000031990	7.0
ENSMUST00000034524_ENSMUSG00000032026	63.0
ENSMUST00000034539_ENSMUSG00000032040	10.0
ENSMUST00000034547_ENSMUSG00000032047	48.0
ENSMUST00000034552_ENSMUSG00000032051	33.0
ENSMUST00000034561_ENSMUSG00000032059	5.0
ENSMUST00000034567_ENSMUSG00000000168	29.0
ENSMUST00000034570_ENSMUSG00000032067	35.0
ENSMUST00000034590_ENSMUSG00000032085	51.0
ENSMUST00000034623_ENSMUSG00000032112	23.0
ENSMUST00000034650_ENSMUSG00000032135	16.0
ENSMUST00000034689_ENSMUSG00000032171	32.0
ENSMUST00000034702_ENSMUSG00000032184	11.0
ENSMUST00000034720_ENSMUSG00000032199	45.0
ENSMUST00000034738_ENSMUSG00000032215	18.0
ENSMUST00000034754_ENSMUSG00000011958	16.0
ENSMUST00000034756_ENSMUSG00000032231	320.0
ENSMUST00000034763_ENSMUSG00000032239	10.0
ENSMUST00000034777_ENSMUSG00000032246	19.0
ENSMUST00000034783_ENSMUSG00000032251	4.0
ENSMUST00000034801_ENSMUSG00000032263	30.0
ENSMUST00000034830_ENSMUSG00000032291	9.0
ENSMUST00000034834_ENSMUSG00000032294	148.0
ENSMUST00000034848_ENSMUSG00000032301	72.0
ENSMUST00000034859_ENSMUSG00000032309	30.0
ENSMUST00000034866_ENSMUSG00000032314	191.0
ENSMUST00000034876_ENSMUSG00000032324	75.0
ENSMUST00000034878_ENSMUSG00000032328	29.0
ENSMUST00000034881_ENSMUSG00000032330	244.0
ENSMUST00000034883_ENSMUSG00000032333	5.0
ENSMUST00000034903_ENSMUSG00000032348	23.0
ENSMUST00000034904_ENSMUSG00000032349	28.0
ENSMUST00000034913_ENSMUSG00000061111	49.0
ENSMUST00000034945_ENSMUSG00000032381	35.0
ENSMUST00000034946_ENSMUSG00000032382	16.0
ENSMUST00000034947_ENSMUSG00000032383	57.0
ENSMUST00000034955_ENSMUSG00000032388	62.0
ENSMUST00000034965_ENSMUSG00000032398	22.0
ENSMUST00000034966_ENSMUSG00000032399	207.0
ENSMUST00000034983_ENSMUSG00000032412	137.0
ENSMUST00000034989_ENSMUSG00000032418	60.0
ENSMUST00000035009_ENSMUSG00000032436	3.0
ENSMUST00000035033_ENSMUSG00000032458	50.0
ENSMUST00000035034_ENSMUSG00000032459	8.0
ENSMUST00000035037_ENSMUSG00000032462	15.0
ENSMUST00000035038_ENSMUSG00000032463	8.0
ENSMUST00000035045_ENSMUSG00000032470	3.0
ENSMUST00000035092_ENSMUSG00000032508	7.0
ENSMUST00000035105_ENSMUSG00000032518	95.0
ENSMUST00000035106_ENSMUSG00000032519	8.0
ENSMUST00000035113_ENSMUSG00000032526	18.0
ENSMUST00000035116_ENSMUSG00000032527	69.0
ENSMUST00000035121_ENSMUSG00000032531	48.0
ENSMUST00000035154_ENSMUSG00000032551	6.0
ENSMUST00000035157_ENSMUSG00000032553	10.0
ENSMUST00000035158_ENSMUSG00000032554	835.0
ENSMUST00000035177_ENSMUSG00000032563	13.0
ENSMUST00000035214_ENSMUSG00000032594	22.0
ENSMUST00000035222_ENSMUSG00000032602	14.0
ENSMUST00000035242_ENSMUSG00000034789	8.0
ENSMUST00000035276_ENSMUSG00000042462	16.0
ENSMUST00000035295_ENSMUSG00000038633	20.0
ENSMUST00000035301_ENSMUSG00000039105	31.0
ENSMUST00000035481_ENSMUSG00000037938	8.0
ENSMUST00000035497_ENSMUSG00000042616	7.0
ENSMUST00000035579_ENSMUSG00000032898	47.0
ENSMUST00000035648_ENSMUSG00000032905	3.0
ENSMUST00000035725_ENSMUSG00000033940	41.0
ENSMUST00000035735_ENSMUSG00000040280	8.0
ENSMUST00000035748_ENSMUSG00000033460	9.0
ENSMUST00000035775_ENSMUSG00000035215	7.0
ENSMUST00000035804_ENSMUSG00000033022	86.0
ENSMUST00000035871_ENSMUSG00000034850	4.0
ENSMUST00000035899_ENSMUSG00000038982	10.0
ENSMUST00000035934_ENSMUSG00000034152	5.0
ENSMUST00000036111_ENSMUSG00000040112	9.0
ENSMUST00000036153_ENSMUSG00000034432	26.0
ENSMUST00000036215_ENSMUSG00000034227	26.0
ENSMUST00000036226_ENSMUSG00000033319	4.0
ENSMUST00000036248_ENSMUSG00000038400	74.0
ENSMUST00000036274_ENSMUSG00000035227	14.0
ENSMUST00000036380_ENSMUSG00000033379	92.0
ENSMUST00000036418_ENSMUSG00000038550	4.0
ENSMUST00000036470_ENSMUSG00000039983	6.0
ENSMUST00000036509_ENSMUSG00000036352	14.0
ENSMUST00000036561_ENSMUSG00000032512	5.0
ENSMUST00000036734_ENSMUSG00000033751	19.0
ENSMUST00000036805_ENSMUSG00000035278	6.0
ENSMUST00000036807_ENSMUSG00000037214	3.0
ENSMUST00000036884_ENSMUSG00000033863	11.0
ENSMUST00000036904_ENSMUSG00000037075	10.0
ENSMUST00000036928_ENSMUSG00000038776	25.0
ENSMUST00000036951_ENSMUSG00000032959	20.0
ENSMUST00000036952_ENSMUSG00000036275	60.0
ENSMUST00000036977_ENSMUSG00000039018	10.0
ENSMUST00000036996_ENSMUSG00000033938	89.0
ENSMUST00000037099_ENSMUSG00000037242	4.0
ENSMUST00000037115_ENSMUSG00000038622	6.0
ENSMUST00000037127_ENSMUSG00000033423	22.0
ENSMUST00000037205_ENSMUSG00000033429	13.0
ENSMUST00000037246_ENSMUSG00000034108	13.0
ENSMUST00000037280_ENSMUSG00000034216	6.0
ENSMUST00000037324_ENSMUSG00000036309	55.0
ENSMUST00000037376_ENSMUSG00000034744	39.0
ENSMUST00000037399_ENSMUSG00000040466	28.0
ENSMUST00000037422_ENSMUSG00000034928	17.0
ENSMUST00000037489_ENSMUSG00000034254	20.0
ENSMUST00000037499_ENSMUSG00000042670	28.0
ENSMUST00000037551_ENSMUSG00000033819	12.0
ENSMUST00000037565_ENSMUSG00000066000	4.0
ENSMUST00000037609_ENSMUSG00000037260	20.0
ENSMUST00000037783_ENSMUSG00000034083	7.0
ENSMUST00000037796_ENSMUSG00000033021	9.0
ENSMUST00000037843_ENSMUSG00000039568	4.0
ENSMUST00000037850_ENSMUSG00000034484	38.0
ENSMUST00000037941_ENSMUSG00000037706	133.0
ENSMUST00000037947_ENSMUSG00000038612	4.0
ENSMUST00000037960_ENSMUSG00000036985	10.0
ENSMUST00000037977_ENSMUSG00000034563	17.0
ENSMUST00000037996_ENSMUSG00000038015	3.0
ENSMUST00000038027_ENSMUSG00000036427	51.0
ENSMUST00000038096_ENSMUSG00000039253	3.0
ENSMUST00000038108_ENSMUSG00000037152	179.0
ENSMUST00000038128_ENSMUSG00000034659	63.0
ENSMUST00000038142_ENSMUSG00000039236	11.0
ENSMUST00000038149_ENSMUSG00000034673	14.0
ENSMUST00000038160_ENSMUSG00000036446	21.0
ENSMUST00000038169_ENSMUSG00000033307	18.0
ENSMUST00000038197_ENSMUSG00000039956	46.0
ENSMUST00000038244_ENSMUSG00000034786	7.0
ENSMUST00000038252_ENSMUSG00000033849	9.0
ENSMUST00000038257_ENSMUSG00000033318	20.0
ENSMUST00000038368_ENSMUSG00000042745	25.0
ENSMUST00000038369_ENSMUSG00000034157	3.0
ENSMUST00000038377_ENSMUSG00000036478	44.0
ENSMUST00000038383_ENSMUSG00000061758	6.0
ENSMUST00000038421_ENSMUSG00000037296	24.0
ENSMUST00000038424_ENSMUSG00000022498	11.0
ENSMUST00000038431_ENSMUSG00000038967	40.0
ENSMUST00000038434_ENSMUSG00000036114	15.0
ENSMUST00000038439_ENSMUSG00000034278	5.0
ENSMUST00000038446_ENSMUSG00000034868	86.0
ENSMUST00000038474_ENSMUSG00000039356	6.0
ENSMUST00000038514_ENSMUSG00000034826	5.0
ENSMUST00000038539_ENSMUSG00000040822	24.0
ENSMUST00000038572_ENSMUSG00000015165	6.0
ENSMUST00000038614_ENSMUSG00000042675	60.0
ENSMUST00000038626_ENSMUSG00000035559	30.0
ENSMUST00000038696_ENSMUSG00000038976	19.0
ENSMUST00000038765_ENSMUSG00000037035	13.0
ENSMUST00000038791_ENSMUSG00000033917	68.0
ENSMUST00000038830_ENSMUSG00000035171	6.0
ENSMUST00000038876_ENSMUSG00000040212	34.0
ENSMUST00000038945_ENSMUSG00000041801	224.0
ENSMUST00000038973_ENSMUSG00000035521	14.0
ENSMUST00000039156_ENSMUSG00000036504	13.0
ENSMUST00000039161_ENSMUSG00000035443	14.0
ENSMUST00000039205_ENSMUSG00000035473	19.0
ENSMUST00000039286_ENSMUSG00000038160	6.0
ENSMUST00000039305_ENSMUSG00000020264	4.0
ENSMUST00000039374_ENSMUSG00000035967	9.0
ENSMUST00000039442_ENSMUSG00000039887	6.0
ENSMUST00000039487-1_ENSMUSG00000034345	71.0
ENSMUST00000039506_ENSMUSG00000038034	16.0
ENSMUST00000039537_ENSMUSG00000038712	23.0
ENSMUST00000039551_ENSMUSG00000038628	5.0
ENSMUST00000039557_ENSMUSG00000039031	17.0
ENSMUST00000039581_ENSMUSG00000034947	16.0
ENSMUST00000039620_ENSMUSG00000022947	4.0
ENSMUST00000039631_ENSMUSG00000035783	67.0
ENSMUST00000039659_ENSMUSG00000051483	30.0
ENSMUST00000039694_ENSMUSG00000003062	12.0
ENSMUST00000039758_ENSMUSG00000035885	830.0
ENSMUST00000039763_ENSMUSG00000040006	42.0
ENSMUST00000039769_ENSMUSG00000060429	3.0
ENSMUST00000039784_ENSMUSG00000036138	67.0
ENSMUST00000039796_ENSMUSG00000033416	17.0
ENSMUST00000039803_ENSMUSG00000041765	13.0
ENSMUST00000039900_ENSMUSG00000032673	5.0
ENSMUST00000040002_ENSMUSG00000037086	13.0
ENSMUST00000040005_ENSMUSG00000040174	11.0
ENSMUST00000040008_ENSMUSG00000036241	91.0
ENSMUST00000040097_ENSMUSG00000033377	81.0
ENSMUST00000040131_ENSMUSG00000036461	10.0
ENSMUST00000040154_ENSMUSG00000041697	457.0
ENSMUST00000040284_ENSMUSG00000036299	9.0
ENSMUST00000040312_ENSMUSG00000032715	6.0
ENSMUST00000040314_ENSMUSG00000037197	20.0
ENSMUST00000040361_ENSMUSG00000039347	54.0
ENSMUST00000040372_ENSMUSG00000036372	51.0
ENSMUST00000040402_ENSMUSG00000036398	25.0
ENSMUST00000040421_ENSMUSG00000041733	12.0
ENSMUST00000040423_ENSMUSG00000032679	6.0
ENSMUST00000040428_ENSMUSG00000093989	65.0
ENSMUST00000040430_ENSMUSG00000034993	41.0
ENSMUST00000040440_ENSMUSG00000036438	104.0
ENSMUST00000040484_ENSMUSG00000034424	27.0
ENSMUST00000040518_ENSMUSG00000033047	32.0
ENSMUST00000040519_ENSMUSG00000037787	41.0
ENSMUST00000040538_ENSMUSG00000038936	22.0
ENSMUST00000040560_ENSMUSG00000040521	16.0
ENSMUST00000040580_ENSMUSG00000032714	13.0
ENSMUST00000040607_ENSMUSG00000034192	15.0
ENSMUST00000040655_ENSMUSG00000036594	200.0
ENSMUST00000040656_ENSMUSG00000038286	16.0
ENSMUST00000040677_ENSMUSG00000036611	18.0
ENSMUST00000040715_ENSMUSG00000042485	19.0
ENSMUST00000040721_ENSMUSG00000034118	17.0
ENSMUST00000040766_ENSMUSG00000021248	28.0
ENSMUST00000040820_ENSMUSG00000040147	17.0
ENSMUST00000040824_ENSMUSG00000042737	51.0
ENSMUST00000040826_ENSMUSG00000042505	3.0
ENSMUST00000040828_ENSMUSG00000073421	111.0
ENSMUST00000040833_ENSMUSG00000038312	10.0
ENSMUST00000040835_ENSMUSG00000034203	8.0
ENSMUST00000040881_ENSMUSG00000014232	10.0
ENSMUST00000040888_ENSMUSG00000042747	17.0
ENSMUST00000040917_ENSMUSG00000036781	112.0
ENSMUST00000040962_ENSMUSG00000034875	17.0
ENSMUST00000041029_ENSMUSG00000036867	8.0
ENSMUST00000041045_ENSMUSG00000037894	20.0
ENSMUST00000041053_ENSMUSG00000036880	59.0
ENSMUST00000041100_ENSMUSG00000039754	4.0
ENSMUST00000041111_ENSMUSG00000042541	168.0
ENSMUST00000041133_ENSMUSG00000036136	7.0
ENSMUST00000041160_ENSMUSG00000038607	16.0
ENSMUST00000041183_ENSMUSG00000036144	15.0
ENSMUST00000041208_ENSMUSG00000036678	8.0
ENSMUST00000041262_ENSMUSG00000090258	23.0
ENSMUST00000041314_ENSMUSG00000037058	67.0
ENSMUST00000041331_ENSMUSG00000037071	423.0
ENSMUST00000041357_ENSMUSG00000037095	231.0
ENSMUST00000041366_ENSMUSG00000039771	20.0
ENSMUST00000041500_ENSMUSG00000032802	10.0
ENSMUST00000041587_ENSMUSG00000033128	35.0
ENSMUST00000041589_ENSMUSG00000037573	21.0
ENSMUST00000041621_ENSMUSG00000037216	4.0
ENSMUST00000041686_ENSMUSG00000037349	12.0
ENSMUST00000041725_ENSMUSG00000036620	56.0
ENSMUST00000041761_ENSMUSG00000039405	31.0
ENSMUST00000041779_ENSMUSG00000030148	8.0
ENSMUST00000041782_ENSMUSG00000036376	7.0
ENSMUST00000041806_ENSMUSG00000019969	15.0
ENSMUST00000041830_ENSMUSG00000026857	12.0
ENSMUST00000041882_ENSMUSG00000035595	6.0
ENSMUST00000041890_ENSMUSG00000038623	8.0
ENSMUST00000041901_ENSMUSG00000037493	70.0
ENSMUST00000041913_ENSMUSG00000032657	3.0
ENSMUST00000041982_ENSMUSG00000037548	3.0
ENSMUST00000042055_ENSMUSG00000039515	76.0
ENSMUST00000042101_ENSMUSG00000036231	4.0
ENSMUST00000042148_ENSMUSG00000040269	21.0
ENSMUST00000042166_ENSMUSG00000038646	4.0
ENSMUST00000042167_ENSMUSG00000039007	32.0
ENSMUST00000042191_ENSMUSG00000034211	31.0
ENSMUST00000042235_ENSMUSG00000037742	550.0
ENSMUST00000042281_ENSMUSG00000042569	19.0
ENSMUST00000042288_ENSMUSG00000033781	3.0
ENSMUST00000042296_ENSMUSG00000062078	4.0
ENSMUST00000042405_ENSMUSG00000046865	5.0
ENSMUST00000042450_ENSMUSG00000035367	25.0
ENSMUST00000042468_ENSMUSG00000037971	35.0
ENSMUST00000042477_ENSMUSG00000078656	47.0
ENSMUST00000042493_ENSMUSG00000042111	10.0
ENSMUST00000042497_ENSMUSG00000037916	84.0
ENSMUST00000042608_ENSMUSG00000038000	7.0
ENSMUST00000042646_ENSMUSG00000037621	4.0
ENSMUST00000042701_ENSMUSG00000037235	22.0
ENSMUST00000042726_ENSMUSG00000036733	35.0
ENSMUST00000042732_ENSMUSG00000035764	21.0
ENSMUST00000042818_ENSMUSG00000035828	78.0
ENSMUST00000042834_ENSMUSG00000038462	88.0
ENSMUST00000042844_ENSMUSG00000041120	27.0
ENSMUST00000042852_ENSMUSG00000038121	3.0
ENSMUST00000042972_ENSMUSG00000038195	3.0
ENSMUST00000042990_ENSMUSG00000036371	3.0
ENSMUST00000043050_ENSMUSG00000036599	34.0
ENSMUST00000043069_ENSMUSG00000018008	11.0
ENSMUST00000043077_ENSMUSG00000035686	314.0
ENSMUST00000043098_ENSMUSG00000036390	14.0
ENSMUST00000043148_ENSMUSG00000036402	9.0
ENSMUST00000043200_ENSMUSG00000032870	11.0
ENSMUST00000043235_ENSMUSG00000040843	17.0
ENSMUST00000043237_ENSMUSG00000038375	44.0
ENSMUST00000043342_ENSMUSG00000033554	4.0
ENSMUST00000043378_ENSMUSG00000039886	46.0
ENSMUST00000043419_ENSMUSG00000078812	20.0
ENSMUST00000043429_ENSMUSG00000032897	18.0
ENSMUST00000043498_ENSMUSG00000024454	7.0
ENSMUST00000043552_ENSMUSG00000060147	35.0
ENSMUST00000043584_ENSMUSG00000036752	130.0
ENSMUST00000043627_ENSMUSG00000039640	53.0
ENSMUST00000043675_ENSMUSG00000038717	36.0
ENSMUST00000043680_ENSMUSG00000035198	6.0
ENSMUST00000043722_ENSMUSG00000033880	114.0
ENSMUST00000043767_ENSMUSG00000038398	26.0
ENSMUST00000043843_ENSMUSG00000038366	17.0
ENSMUST00000043864_ENSMUSG00000039128	25.0
ENSMUST00000043870_ENSMUSG00000038489	15.0
ENSMUST00000043898_ENSMUSG00000036835	7.0
ENSMUST00000043907_ENSMUSG00000038880	38.0
ENSMUST00000043931_ENSMUSG00000034566	55.0
ENSMUST00000043937_ENSMUSG00000041084	26.0
ENSMUST00000043951_ENSMUSG00000037351	17.0
ENSMUST00000044011_ENSMUSG00000032966	44.0
ENSMUST00000044051_ENSMUSG00000039016	66.0
ENSMUST00000044058_ENSMUSG00000041241	6.0
ENSMUST00000044106_ENSMUSG00000039067	31.0
ENSMUST00000044111_ENSMUSG00000038387	72.0
ENSMUST00000044158_ENSMUSG00000041560	46.0
ENSMUST00000044207_ENSMUSG00000039148	14.0
ENSMUST00000044220_ENSMUSG00000039163	22.0
ENSMUST00000044250_ENSMUSG00000042650	6.0
ENSMUST00000044277_ENSMUSG00000038467	49.0
ENSMUST00000044355_ENSMUSG00000041571	179.0
ENSMUST00000044369_ENSMUSG00000033793	22.0
ENSMUST00000044373_ENSMUSG00000036615	11.0
ENSMUST00000044478_ENSMUSG00000041426	32.0
ENSMUST00000044524_ENSMUSG00000039168	27.0
ENSMUST00000044556_ENSMUSG00000039678	3.0
ENSMUST00000044567_ENSMUSG00000036632	23.0
ENSMUST00000044681_ENSMUSG00000035199	33.0
ENSMUST00000044694_ENSMUSG00000039438	6.0
ENSMUST00000044804_ENSMUSG00000039518	40.0
ENSMUST00000044857_ENSMUSG00000040236	12.0
ENSMUST00000044911_ENSMUSG00000039615	12.0
ENSMUST00000044923_ENSMUSG00000041645	23.0
ENSMUST00000045035_ENSMUSG00000040564	123.0
ENSMUST00000045078_ENSMUSG00000035637	33.0
ENSMUST00000045247_ENSMUSG00000035754	16.0
ENSMUST00000045303_ENSMUSG00000040447	3.0
ENSMUST00000045356_ENSMUSG00000041841	49.0
ENSMUST00000045372_ENSMUSG00000038871	9.0
ENSMUST00000045441_ENSMUSG00000033059	133.0
ENSMUST00000045454_ENSMUSG00000032977	5.0
ENSMUST00000045467_ENSMUSG00000073422	17.0
ENSMUST00000045602_ENSMUSG00000040048	110.0
ENSMUST00000045604_ENSMUSG00000036850	30.0
ENSMUST00000045628_ENSMUSG00000035781	39.0
ENSMUST00000045697_ENSMUSG00000036860	5.0
ENSMUST00000045748_ENSMUSG00000035232	3.0
ENSMUST00000045756_ENSMUSG00000041959	236.0
ENSMUST00000045788_ENSMUSG00000015937	100.0
ENSMUST00000045791_ENSMUSG00000040188	28.0
ENSMUST00000045855_ENSMUSG00000042770	136.0
ENSMUST00000045887_ENSMUSG00000037710	62.0
ENSMUST00000045897_ENSMUSG00000026238	17.0
ENSMUST00000045902_ENSMUSG00000040170	38.0
ENSMUST00000045909_ENSMUSG00000041995	11.0
ENSMUST00000045923_ENSMUSG00000040699	5.0
ENSMUST00000045986_ENSMUSG00000033735	23.0
ENSMUST00000045993_ENSMUSG00000035297	13.0
ENSMUST00000046038_ENSMUSG00000040414	4.0
ENSMUST00000046094_ENSMUSG00000040385	20.0
ENSMUST00000046114_ENSMUSG00000034932	23.0
ENSMUST00000046122_ENSMUSG00000039682	33.0
ENSMUST00000046191_ENSMUSG00000037722	3.0
ENSMUST00000046207_ENSMUSG00000037361	19.0
ENSMUST00000046285_ENSMUSG00000036887	122.0
ENSMUST00000046288_ENSMUSG00000024038	9.0
ENSMUST00000046332_ENSMUSG00000036896	72.0
ENSMUST00000046384_ENSMUSG00000036905	36.0
ENSMUST00000046389_ENSMUSG00000042369	14.0
ENSMUST00000046390_ENSMUSG00000018417	6.0
ENSMUST00000046399_ENSMUSG00000033096	16.0
ENSMUST00000046644_ENSMUSG00000042043	86.0
ENSMUST00000046746_ENSMUSG00000036256	291.0
ENSMUST00000046765_ENSMUSG00000033998	5.0
ENSMUST00000046770_ENSMUSG00000037499	56.0
ENSMUST00000046831_ENSMUSG00000040883	36.0
ENSMUST00000046839_ENSMUSG00000040888	16.0
ENSMUST00000046863_ENSMUSG00000042289	21.0
ENSMUST00000046891_ENSMUSG00000037759	4.0
ENSMUST00000046908_ENSMUSG00000035399	7.0
ENSMUST00000046951_ENSMUSG00000038683	18.0
ENSMUST00000046983_ENSMUSG00000037049	34.0
ENSMUST00000046999_ENSMUSG00000040532	21.0
ENSMUST00000047013_ENSMUSG00000041012	6.0
ENSMUST00000047040_ENSMUSG00000037060	202.0
ENSMUST00000047057_ENSMUSG00000041035	13.0
ENSMUST00000047177_ENSMUSG00000036992	4.0
ENSMUST00000047203_ENSMUSG00000035890	14.0
ENSMUST00000047281_ENSMUSG00000041203	62.0
ENSMUST00000047311_ENSMUSG00000038732	5.0
ENSMUST00000047328_ENSMUSG00000039323	5.0
ENSMUST00000047356_ENSMUSG00000038539	40.0
ENSMUST00000047368_ENSMUSG00000033752	11.0
ENSMUST00000047404_ENSMUSG00000032435	14.0
ENSMUST00000047419_ENSMUSG00000041736	291.0
ENSMUST00000047429_ENSMUSG00000039680	63.0
ENSMUST00000047436_ENSMUSG00000041319	4.0
ENSMUST00000047531_ENSMUSG00000039958	10.0
ENSMUST00000047611_ENSMUSG00000041429	3.0
ENSMUST00000047629_ENSMUSG00000041438	10.0
ENSMUST00000047672_ENSMUSG00000034024	32.0
ENSMUST00000047715_ENSMUSG00000020814	10.0
ENSMUST00000047749_ENSMUSG00000036934	3.0
ENSMUST00000047864_ENSMUSG00000034994	247.0
ENSMUST00000047906_ENSMUSG00000034640	8.0
ENSMUST00000047910_ENSMUSG00000036112	60.0
ENSMUST00000048016_ENSMUSG00000039357	5.0
ENSMUST00000048050_ENSMUSG00000041737	82.0
ENSMUST00000048187_ENSMUSG00000037166	7.0
ENSMUST00000048192_ENSMUSG00000041840	13.0
ENSMUST00000048209_ENSMUSG00000063229	336.0
ENSMUST00000048249_ENSMUSG00000041881	119.0
ENSMUST00000048308_ENSMUSG00000039349	9.0
ENSMUST00000048393_ENSMUSG00000037204	27.0
ENSMUST00000048452_ENSMUSG00000034845	47.0
ENSMUST00000048462_ENSMUSG00000026621	10.0
ENSMUST00000048482_ENSMUSG00000042041	8.0
ENSMUST00000048527_ENSMUSG00000042073	29.0
ENSMUST00000048545_ENSMUSG00000040459	17.0
ENSMUST00000048568_ENSMUSG00000042106	8.0
ENSMUST00000048572_ENSMUSG00000039377	5.0
ENSMUST00000048578_ENSMUSG00000041278	17.0
ENSMUST00000048615_ENSMUSG00000115338	57.0
ENSMUST00000048642_ENSMUSG00000033918	19.0
ENSMUST00000048687_ENSMUSG00000042712	45.0
ENSMUST00000048781_ENSMUSG00000040618	11.0
ENSMUST00000048792_ENSMUSG00000039195	49.0
ENSMUST00000048794_ENSMUSG00000038253	3.0
ENSMUST00000048914_ENSMUSG00000034880	24.0
ENSMUST00000048915_ENSMUSG00000038374	5.0
ENSMUST00000048946_ENSMUSG00000037960	8.0
ENSMUST00000048967_ENSMUSG00000037852	13.0
ENSMUST00000048994_ENSMUSG00000042419	11.0
ENSMUST00000049022_ENSMUSG00000037966	38.0
ENSMUST00000049040_ENSMUSG00000037905	4.0
ENSMUST00000049089_ENSMUSG00000035799	4.0
ENSMUST00000049138_ENSMUSG00000032840	5.0
ENSMUST00000049152_ENSMUSG00000038301	5.0
ENSMUST00000049166_ENSMUSG00000032757	7.0
ENSMUST00000049294_ENSMUSG00000040824	28.0
ENSMUST00000049352_ENSMUSG00000038721	13.0
ENSMUST00000049355_ENSMUSG00000042688	5.0
ENSMUST00000049357_ENSMUSG00000040128	20.0
ENSMUST00000049385_ENSMUSG00000035530	255.0
ENSMUST00000049388_ENSMUSG00000042705	12.0
ENSMUST00000049424_ENSMUSG00000042729	8.0
ENSMUST00000049460_ENSMUSG00000034708	93.0
ENSMUST00000049474_ENSMUSG00000032867	34.0
ENSMUST00000049527_ENSMUSG00000020612	22.0
ENSMUST00000049628_ENSMUSG00000050856	257.0
ENSMUST00000049630_ENSMUSG00000045438	27.0
ENSMUST00000049680_ENSMUSG00000048897	9.0
ENSMUST00000049732_ENSMUSG00000058351	43.0
ENSMUST00000049744_ENSMUSG00000012429	6.0
ENSMUST00000049863_ENSMUSG00000046020	5.0
ENSMUST00000049874_ENSMUSG00000050103	18.0
ENSMUST00000049930_ENSMUSG00000045680	7.0
ENSMUST00000049937_ENSMUSG00000001017	9.0
ENSMUST00000049948_ENSMUSG00000024654	9.0
ENSMUST00000050063_ENSMUSG00000044147	39.0
ENSMUST00000050073_ENSMUSG00000028035	12.0
ENSMUST00000050078_ENSMUSG00000029076	62.0
ENSMUST00000050140_ENSMUSG00000045377	13.0
ENSMUST00000050273_ENSMUSG00000046516	122.0
ENSMUST00000050410_ENSMUSG00000044627	108.0
ENSMUST00000050476_ENSMUSG00000033272	3.0
ENSMUST00000050487_ENSMUSG00000024610	80.0
ENSMUST00000050552_ENSMUSG00000051223	37.0
ENSMUST00000050584_ENSMUSG00000046727	28.0
ENSMUST00000050630_ENSMUSG00000038954	5.0
ENSMUST00000050687_ENSMUSG00000034271	15.0
ENSMUST00000050785_ENSMUSG00000026822	57.0
ENSMUST00000050884_ENSMUSG00000040681	43.0
ENSMUST00000050918_ENSMUSG00000046447	7.0
ENSMUST00000050970_ENSMUSG00000029642	41.0
ENSMUST00000050997_ENSMUSG00000043190	5.0
ENSMUST00000051064_ENSMUSG00000043542	6.0
ENSMUST00000051087_ENSMUSG00000042834	9.0
ENSMUST00000051094_ENSMUSG00000015341	19.0
ENSMUST00000051234_ENSMUSG00000036748	23.0
ENSMUST00000051241_ENSMUSG00000044786	21.0
ENSMUST00000051293_ENSMUSG00000044197	5.0
ENSMUST00000051301_ENSMUSG00000043991	11.0
ENSMUST00000051341_ENSMUSG00000045665	43.0
ENSMUST00000051364_ENSMUSG00000044709	28.0
ENSMUST00000051431_ENSMUSG00000047539	3.0
ENSMUST00000051477_ENSMUSG00000006699	11.0
ENSMUST00000051572_ENSMUSG00000045954	36.0
ENSMUST00000051620_ENSMUSG00000044795	20.0
ENSMUST00000051672_ENSMUSG00000046718	24.0
ENSMUST00000051758_ENSMUSG00000066735	5.0
ENSMUST00000051809_ENSMUSG00000046916	14.0
ENSMUST00000051822_ENSMUSG00000061559	23.0
ENSMUST00000051867_ENSMUSG00000031683	5.0
ENSMUST00000051934_ENSMUSG00000044715	7.0
ENSMUST00000051955_ENSMUSG00000049517	194.0
ENSMUST00000052068_ENSMUSG00000046402	20.0
